name,year,age,team,pos,uniform_number,g,gs,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,av,awards
Austin Seibert,2019,23,CLE,K,4,16,0,,,6,6,9,9,12,9,2,1,29,25,53,86.2%,35,30,85.7%,75,4753,30,40.0%,63.4,3
Austin Seibert,2020,24,2TM,K,,5,0,,,,,5,5,3,1,1,,9,6,48,66.7%,9,8,88.9%,20,1290,13,65.0%,64.5,0
Austin Seibert,2021,25,DET,K,4,6,0,,,,,4,4,6,5,2,1,12,10,52,83.3%,5,5,100.0%,26,1324,5,19.2%,50.9,1
Austin Seibert,2022,26,DET,K,19,3,0,,,,,1,1,3,2,1,,5,3,48,60.0%,12,12,100.0%,18,1096,3,16.7%,60.9,0
Austin Seibert,2023,27,NYJ,K,15,1,0,,,,,1,1,,,,,1,1,34,100.0%,1,1,100.0%,3,176,2,66.7%,58.7,0
Austin Seibert,2024,28,WAS,K,3,1,0,,,4,4,2,2,1,1,,,7,7,45,100.0%,,,,7,432,1,14.3%,61.7,
Spencer Shrader,2024,25,IND,K,3,1,0,,,,,,,,,,,,,0,,3,3,100.0%,5,325,5,100.0%,65.0,
Joey Slye,2019,23,CAR,K,4,16,0,,,5,4,5,5,11,8,11,8,32,25,54,78.1%,35,31,88.6%,70,4503,66,94.3%,64.3,4
Joey Slye,2020,24,CAR,K,4,16,0,,,12,11,10,10,8,7,6,1,36,29,56,80.6%,36,33,91.7%,81,5095,71,87.7%,62.9,2
Joey Slye,2021,25,3TM,K,,12,0,,,9,9,5,5,7,5,4,4,25,23,56,92.0%,22,18,81.8%,58,3690,37,63.8%,63.6,3
Joey Slye,2022,26,WAS,K,3,17,0,1,1,8,8,5,4,10,8,6,4,30,25,58,83.3%,28,24,85.7%,77,4802,60,77.9%,62.4,2
Joey Slye,2023,27,WAS,K,6,17,0,,,3,2,7,7,9,7,5,3,24,19,61,79.2%,35,32,91.4%,72,4520,64,88.9%,62.8,2
Joey Slye,2024,28,NWE,K,13,2,0,,,2,2,3,3,1,,,,6,5,37,83.3%,3,3,100.0%,9,583,8,88.9%,64.8,
Justin Tucker,2019,30,BAL,K,9,16,0,,,8,8,9,9,11,10,1,1,29,28,51,96.6%,59,57,96.6%,106,6646,57,53.8%,62.7,6,"AP1,PB"
Justin Tucker,2020,31,BAL,K,9,16,0,,,8,8,7,6,9,9,5,3,29,26,55,89.7%,53,52,98.1%,95,6094,65,68.4%,64.1,5,"AP2,PB"
Justin Tucker,2021,32,BAL,K,9,17,0,,,7,7,9,9,15,13,6,6,37,35,66,94.6%,32,32,100.0%,90,5443,47,52.2%,60.5,6,"AP1,PB"
Justin Tucker,2022,33,BAL,K,9,17,0,,,13,13,11,11,5,4,14,9,43,37,58,86.0%,32,31,96.9%,86,5449,60,69.8%,63.4,4,"AP2,PB"
Justin Tucker,2023,34,BAL,K,9,17,0,,,10,10,10,10,12,11,5,1,37,32,50,86.5%,52,51,98.1%,101,6445,80,79.2%,63.8,3,PB
Justin Tucker,2024,35,BAL,K,9,2,0,,,1,1,2,2,2,2,2,,7,5,48,71.4%,4,4,100.0%,11,714,7,63.6%,64.9,,
Matthew Wright,2020,24,PIT,K,16,3,0,,,1,1,1,1,2,2,,,4,4,46,100.0%,7,7,100.0%,15,869,1,6.7%,57.9,1
Matthew Wright,2021,25,JAX,K,15,14,0,,,7,7,7,7,4,3,6,4,24,21,56,87.5%,15,13,86.7%,31,1883,6,19.4%,60.7,3
Matthew Wright,2022,26,2TM,K,,6,0,,,1,1,7,6,8,6,2,2,18,15,59,83.3%,15,15,100.0%,36,2244,15,41.7%,62.3,1
Matthew Wright,2023,27,CAR,K,16,1,0,,,,,,,,,1,,1,,0,0.0%,,,,1,65,1,100.0%,65.0,0
Cade York,2022,21,CLE,K,3,17,0,,,5,5,12,9,8,6,7,4,32,24,58,75.0%,37,35,94.6%,81,5032,50,61.7%,62.1,1
Cade York,2024,23,WAS,K,3,1,0,,,,,,,1,,1,,2,,0,0.0%,2,2,100.0%,4,198,1,25.0%,49.5,
Greg Zuerlein,2019,32,LAR,K,4,16,0,,,7,7,8,7,11,5,7,5,33,24,58,72.7%,42,42,100.0%,83,5281,64,77.1%,63.6,2,
Greg Zuerlein,2020,33,DAL,K,2,16,0,1,1,5,5,13,13,13,12,9,3,41,34,59,82.9%,36,33,91.7%,90,5589,60,66.7%,62.1,3,
Greg Zuerlein,2021,34,DAL,K,2,16,0,,,5,5,16,15,9,7,5,2,35,29,56,82.9%,48,42,87.5%,100,6421,80,80.0%,64.2,2,
Greg Zuerlein,2022,35,NYJ,K,14,17,0,,,5,5,10,10,11,9,11,6,37,30,60,81.1%,29,28,96.6%,56,3590,47,83.9%,64.1,3,
Greg Zuerlein,2023,36,NYJ,K,9,16,0,,,8,8,10,9,14,13,6,5,38,35,55,92.1%,16,15,93.8%,64,4150,58,90.6%,64.8,4,
Greg Zuerlein,2024,37,NYJ,K,9,2,0,,,,,1,1,,,,,1,1,33,100.0%,4,4,100.0%,9,582,7,77.8%,64.7,,
